datasource_id,emissions_factor_id
496b5c4d-c0be-4fe0-b743-495ec6c24425,52b1d5d9-ce74-49d8-8c7c-699b8bef6b33
496b5c4d-c0be-4fe0-b743-495ec6c24425,4db10957-5949-4d20-81db-9e9047ca02e0
496b5c4d-c0be-4fe0-b743-495ec6c24425,85464263-d494-4cf9-baad-b1fada9de461
496b5c4d-c0be-4fe0-b743-495ec6c24425,99977951-e714-4822-a58b-accf19fc822c
496b5c4d-c0be-4fe0-b743-495ec6c24425,1858ca3e-225e-43dd-841c-3d245cea8e40
496b5c4d-c0be-4fe0-b743-495ec6c24425,2c513475-6797-4e5f-b25e-e0d33891eef1
496b5c4d-c0be-4fe0-b743-495ec6c24425,effc891c-02de-4123-bb30-5ad0017088c7
496b5c4d-c0be-4fe0-b743-495ec6c24425,46945cc9-b6db-475a-b2bc-a1da37d868e2
496b5c4d-c0be-4fe0-b743-495ec6c24425,64eab424-4a50-4d05-8750-6ae2db85b9c9
496b5c4d-c0be-4fe0-b743-495ec6c24425,3fc5ffd9-ebeb-4b27-8d0d-30e3d5d94b4d
496b5c4d-c0be-4fe0-b743-495ec6c24425,22803eb6-8a52-4383-9538-9a36f23c89f3
496b5c4d-c0be-4fe0-b743-495ec6c24425,17e02ed4-d97e-48fc-940e-85421af1c2cb
496b5c4d-c0be-4fe0-b743-495ec6c24425,b2f96717-8882-475a-a6a8-6d10c577c817
496b5c4d-c0be-4fe0-b743-495ec6c24425,717137d6-aa14-492b-a402-c5892b347b01
496b5c4d-c0be-4fe0-b743-495ec6c24425,9f7db415-b6f1-4584-a293-26baf1937d9b
496b5c4d-c0be-4fe0-b743-495ec6c24425,0cfa89dd-40e9-4029-adc6-830040d27e4c
496b5c4d-c0be-4fe0-b743-495ec6c24425,2d5a71db-4f17-4a24-8f2c-d890ac950187
496b5c4d-c0be-4fe0-b743-495ec6c24425,6ae771e6-8927-4938-a9d4-d6875f75c59e
496b5c4d-c0be-4fe0-b743-495ec6c24425,adc14f13-7ed0-41c3-8fd1-27d98186ab87
496b5c4d-c0be-4fe0-b743-495ec6c24425,a305025e-fd7c-414b-a24d-274b955f0cc2
496b5c4d-c0be-4fe0-b743-495ec6c24425,06d24ec4-7ea5-4bcf-ad01-2ffdc178c3e5
496b5c4d-c0be-4fe0-b743-495ec6c24425,9067a0e0-6a08-4ec3-9e0e-b6ea4d250943
496b5c4d-c0be-4fe0-b743-495ec6c24425,c29939dc-fdc7-4339-8da5-b0e483a58470
496b5c4d-c0be-4fe0-b743-495ec6c24425,d7ff63cd-437c-4b5a-baa3-b6c89c95ab3f
496b5c4d-c0be-4fe0-b743-495ec6c24425,877f6501-4dce-4267-9bd8-c9c668cdf451
496b5c4d-c0be-4fe0-b743-495ec6c24425,ede24b2f-c3be-422c-98c5-066c8a5e2259
